Locality,type 0f crime,date,time,area of the locality,sloved?,total police officers,
MADHUVIHAR,theft,25/10/13,15:24,4.995712622,1,50,
ANANDVIHAR,theft,20/11/16,19:13,4.558969692,1,74,
SHAKARPUR,theft,17/01/13,5:20,3.019451766,0,19,
NEW FRIENDS COLONY,theft,30/11/13,15:02,4.04538671,0,56,
SWARUP NAGAR,theft,14/04/16,18:44,12.08811457,0,31,
CHITRANJAN PARK,robbery,12/10/15,4:55,2.659329537,1,6,
ROHINI SOUTH,theft,28/05/15,5:27,2.649542395,0,94,
GOKULPURI,theft,14/11/13,10:00,1.566343791,0,56,
PANDAV NAGAR,theft,04/02/13,19:08,1.470612978,0,0,
LODHI COLONY,theft,30/04/12,8:16,2.11696063,0,16,
MALVIYA NAGAR,theft,15/08/15,13:31,1.379853572,0,77,
AMAR COLONY,theft,15/10/13,9:39,1.505936692,0,86,
PANDAV NAGAR,theft,05/07/14,1:32,1.470612978,0,42,
DELHI CANTT,theft,08/04/12,17:42,42.83635341,0,14,
MAURICE NAGAR,theft,29/04/12,0:37,6.149745104,0,8,
BEGUM PUR,theft,25/04/14,9:19,35.4901909,0,93,
MADHUVIHAR,theft,06/09/13,19:48,4.995712622,0,58,
SADAR BAZAR,theft,14/11/15,17:30,2.975208719,1,33,
ALIPUR,theft,26/02/13,23:05,51.54547492,1,69,
VASANT KUNJ NORTH,theft,19/06/16,23:49,14.1053716,1,54,
MANSAROVAR PARK,theft,15/01/13,1:29,2.231365619,1,89,
SHAKARPUR,theft,27/11/16,4:14,3.019451766,1,67,
NARAINA,theft,19/06/15,7:47,14.93729349,0,1,
KASHMERE GATE,robbery,26/10/15,5:04,1.627909974,1,37,
JAMA MASJID,theft,22/09/14,9:47,3.817050224,1,64,
MUKHERJI NAGAR,sexual_harassement,02/10/13,17:42,6.149745104,1,55,
WELCOME,theft,11/04/16,9:05,1.805524407,1,91,
JAGATPURI,rape,04/01/16,7:07,1.021961219,0,76,
RANHOLA,theft,22/09/14,4:07,11.28382351,1,93,
DWARKA SEC-23,theft,03/07/14,0:46,30.06854798,0,40,
RAJOURI GARDEN,theft,09/10/13,12:12,1.798942912,1,2,
SANGAM VIHAR,theft,13/08/12,17:38,3.10572333,0,24,
KANJHAWALA,theft,19/01/13,6:00,35.4901909,1,82,
PULPRAHLAD PUR,robbery,07/06/16,23:03,3.852127696,1,48,
VASANT KUNJ NORTH,robbery,23/04/15,23:18,14.1053716,1,32,
DWARKA SOUTH,theft,23/01/14,16:14,30.06854798,1,65,
BHARAT NAGAR,theft,30/2/2016,7:10,1.939521818,1,78,
PATEL NAGAR,theft,29/05/14,12:27,4.104570166,0,67,
KIRTI NAGAR,theft,19/11/15,10:27,1.511976155,1,10,
RANJIT NAGAR,assualt_murders,29/2/2015,18:20,2.003783762,0,89,
I.P. ESTATE,theft,10/05/16,9:21,9.253420865,1,87,
WELCOME,theft,12/02/14,18:56,1.805524407,0,91,
BAWANA,theft,24/09/16,4:46,40.32792292,0,92,
TIMARPUR,theft,29/09/13,7:31,6.149745104,1,32,
PUNJABI BAGH,theft,23/08/14,15:52,2.57731064,0,93,
SWARUP NAGAR,theft,06/03/15,18:23,12.08811457,0,43,
NEW ASHOK NAGAR,theft,15/07/13,23:13,3.300804937,0,69,
NEW ASHOK NAGAR,theft,12/03/12,8:42,3.300804937,0,18,
NANDNAGARI,theft,13/11/14,0:37,2.02815697,1,33,
NAJAFGARH,theft,27/01/16,6:25,8.461597124,0,37,
SEELAMPUR,theft,01/11/15,3:51,1.57623738,1,94,
NEW FRIENDS COLONY,theft,01/11/13,19:23,4.04538671,0,1,
HAUZ KHAS,theft,07/04/12,5:16,2.436526458,1,26,
CIVIL LINES,theft,23/09/12,14:44,4.21554288,1,22,
UTTAM NAGAR,theft,05/02/16,8:24,2.747375479,1,62,
DELHI CANTT,theft,11/02/16,12:00,42.83635341,1,39,
TUGLAK ROAD,theft,26/03/16,9:19,6.857849293,1,66,
PATEL NAGAR,theft,29/01/16,12:42,4.104570166,0,4,
NANDNAGARI,robbery,19/03/15,10:31,2.02815697,1,74,
SADAR BAZAR,theft,14/09/12,3:23,2.975208719,1,65,
JAFFARPUR KALAN,theft,09/08/16,3:29,70.46948722,0,37,
HAUZ KHAS,theft,14/10/15,21:42,2.436526458,0,13,
SONIA VIHAR,theft,01/03/15,10:39,4.453887398,0,84,
TILAK NAGAR,theft,15/08/12,14:02,1.622207446,1,19,
MAURYA ENCLAVE,gangrape,14/05/13,11:33,5.879256003,1,69,
PASCHIM VIHAR,theft,17/09/16,20:39,3.794663797,0,45,
JAGATPURI,theft,01/08/13,21:26,1.021961219,1,80,
OKHLA,theft,27/11/13,4:25,1.71603619,0,83,
DWARKA SEC-23,theft,23/03/12,0:04,30.06854798,1,1,
PARLIAMENT STREET,theft,17/09/15,9:48,5.266891996,0,38,
JANAK PURI,theft,10/05/13,12:18,2.051115234,1,11,
RAJINDER NAGAR,assualt_murders,04/09/14,16:52,3.013302528,1,47,
NEW ASHOK NAGAR,theft,26/09/14,2:25,3.300804937,1,42,
VASANT KUNJ NORTH,robbery,04/06/12,18:05,14.1053716,0,87,
OKHLA,theft,15/07/15,9:04,1.71603619,0,13,
ANANDVIHAR,theft,05/10/16,9:36,4.558969692,0,46,
MALVIYA NAGAR,sexual_harassement,05/04/15,6:21,1.379853572,1,51,
MOTI NAGAR,theft,26/07/16,23:06,3.148605142,0,67,
GULABIBAGH,theft,29/04/13,6:59,2.218660178,0,87,
JAGATPURI,theft,13/08/13,21:59,1.021961219,1,96,
PRASHANT VIHAR,theft,10/03/12,17:50,2.076678927,0,11,
LAHORI GATE,theft,24/02/15,17:21,2.975208719,0,77,
DWARKA SEC-23,theft,29/03/13,18:41,30.06854798,0,77,
KHYALA,theft,12/02/12,14:43,2.093069914,0,66,
KRISHNA NAGAR,theft,01/04/14,1:24,1.904048824,0,79,
ANAND PARBAT,theft,09/09/16,22:54,1.948430286,0,1,
BHAJANPURI,theft,14/04/15,5:52,10.15799164,0,35,
I.P. ESTATE,theft,15/01/14,8:24,9.253420865,1,49,
BADAR PUR,theft,06/11/14,5:59,2.116989697,1,92,
GREATER KAILASH,theft,03/01/13,1:56,3.793564843,0,19,
SWARUP NAGAR,theft,26/03/13,12:22,12.08811457,0,5,
MANDAWALI,theft,04/03/15,0:08,4.995712622,0,71,
SAROJINI NAGAR,theft,23/01/16,23:59,1.891342634,1,43,
GOVIND PURI,theft,03/04/13,1:35,8.99271206,1,96,
ANANDVIHAR,robbery,03/03/14,2:08,4.558969692,0,23,
JAMIA NAGAR,theft,02/10/14,10:18,7.880690981,0,66,
CHITRANJAN PARK,theft,09/04/14,6:23,2.659329537,0,60,
I.P. ESTATE,theft,27/08/13,2:27,9.253420865,0,76,
GANDHI NAGAR,theft,28/07/13,12:22,1.205110776,1,65,
SOUTH CAMPUS,theft,02/09/13,15:23,4.518856098,0,88,
BINDAPUR,theft,12/07/14,10:33,2.5680795,0,31,
MEHRAULI,theft,06/11/12,3:52,38.91186678,0,38,
SULTAN PURI,theft,07/11/12,14:40,1.975070373,1,19,
KOTALA MUBARAK PUR,theft,21/09/16,0:00,1.628367164,1,51,
JAGATPURI,theft,05/06/14,20:14,1.021961219,0,1,
CHANDNI MAHAL,theft,29/03/16,8:35,5.570696132,1,48,
NEW ASHOK NAGAR,theft,19/04/14,23:54,3.300804937,1,42,
GOKULPURI,theft,18/07/14,22:09,1.566343791,0,90,
NANGLOI,robbery,28/06/13,13:28,2.253261514,0,79,
INDERPURI,theft,18/07/14,20:06,1.255396299,1,40,
OKHLA,rape,28/08/14,20:35,1.71603619,1,53,
PRASHANT VIHAR,theft,08/08/12,15:53,2.076678927,1,21,
KESHAV PURAM,robbery,08/08/13,19:09,1.352844685,0,99,
MAURICE NAGAR,theft,02/04/16,3:02,6.149745104,0,80,
KHYALA,theft,23/03/13,9:18,2.093069914,0,21,
ASHOK VIHAR,theft,08/10/14,11:09,3.536288039,1,54,
NAJAFGARH,theft,12/03/12,18:33,8.461597124,1,66,
VASANT KUNJ NORTH,theft,26/02/14,9:55,14.1053716,1,63,
NEW ASHOK NAGAR,robbery,08/07/14,12:50,3.300804937,1,29,
FATEHPUR BERI,robbery,27/09/14,14:56,35.89559495,0,18,
ALIPUR,robbery,30/10/13,17:39,51.54547492,0,90,
SUBHASH PLACE,theft,19/05/15,22:36,0.885072498,0,47,
CHANDNI MAHAL,theft,06/10/13,12:33,5.570696132,0,25,
NABI KARIM,theft,16/10/15,10:36,1.799866446,1,46,
MODEL TOWN,theft,14/11/15,3:09,2.689157085,0,66,
CIVIL LINES,assualt_murders,27/11/12,21:52,4.21554288,0,93,
HARI NAGAR,theft,17/05/16,11:01,2.386161479,0,56,
SULTAN PURI,theft,27/06/13,13:29,1.975070373,1,79,
NAJAFGARH,theft,03/11/13,4:53,8.461597124,0,49,
AMAR COLONY,theft,25/06/15,15:13,1.505936692,1,47,
D.B.G ROAD,theft,21/11/15,20:57,1.643641889,0,49,
LAJPAT NAGAR,robbery,13/01/14,7:58,1.505936692,0,92,
PULPRAHLAD PUR,theft,18/06/13,17:38,3.852127696,0,17,
PUNJABI BAGH,theft,24/04/16,16:45,2.57731064,1,77,
AMAN VIHAR,theft,02/07/12,18:45,3.296887934,1,0,
HAUZ KHAS,theft,26/09/12,18:07,2.436526458,0,92,
CHITRANJAN PARK,theft,24/02/13,18:31,2.659329537,0,48,
AMAR COLONY,theft,05/05/12,18:37,1.505936692,1,69,
FATEHPUR BERI,theft,28/01/16,13:59,35.89559495,0,20,
ANANDVIHAR,theft,23/09/16,13:46,4.558969692,0,91,
MUKHERJI NAGAR,assualt_murders,01/09/13,9:34,6.149745104,0,23,
MUKHERJI NAGAR,theft,16/11/13,3:01,6.149745104,1,31,
H. N. DIN,theft,04/10/14,19:51,10.31630404,0,18,
JAGATPURI,theft,26/03/13,0:04,1.021961219,1,7,
KHAJURIKHAS,theft,16/01/15,4:23,4.453887398,0,4,
PARLIAMENT STREET,theft,20/08/13,20:44,5.266891996,0,0,
RANHOLA,theft,01/04/16,23:03,11.28382351,0,44,
MEHRAULI,theft,24/09/12,21:43,38.91186678,1,49,
SUNLIGHT COLONY,theft,30/01/12,8:44,2.112193774,1,51,
CONNAUGHT PLACE,robbery,07/05/12,6:10,5.266891996,1,47,
MAYURVIHAR,theft,14/03/13,0:06,2.111658828,0,63,
JAFFARPUR KALAN,theft,20/02/14,4:32,70.46948722,1,54,
I.P. ESTATE,theft,10/03/15,17:35,9.253420865,1,39,
BABA HARI DAS NAGAR,theft,05/11/12,23:45,28.98213358,1,29,
MAURYA ENCLAVE,theft,13/06/14,21:12,5.879256003,0,61,
SOUTH CAMPUS,theft,25/10/16,10:33,4.518856098,1,60,
I.P. ESTATE,theft,03/07/12,7:45,9.253420865,1,44,
UTTAM NAGAR,theft,14/09/14,14:59,2.747375479,1,87,
PULPRAHLAD PUR,theft,13/11/14,21:04,3.852127696,0,57,
SUBZIMANDI,sexual_harassement,04/07/16,14:07,2.975208719,1,4,
SUBZIMANDI,robbery,22/11/13,0:40,2.975208719,1,58,
PARLIAMENT STREET,theft,06/11/13,6:54,5.266891996,1,0,
CONNAUGHT PLACE,theft,02/05/15,4:32,5.266891996,0,53,
NAJAFGARH,theft,20/03/14,18:20,8.461597124,1,97,
BARAKHAMBA ROAD,theft,11/05/12,3:51,3.748441999,1,99,
CIVIL LINES,theft,15/08/16,19:22,4.21554288,1,58,
RANHOLA,theft,29/2/2015,11:44,11.28382351,0,73,
PARSHAD NAGAR,theft,03/02/13,9:42,4.104570166,0,35,
SEELAMPUR,theft,02/03/13,6:46,1.57623738,1,89,
SAFDARJUNG ENCLAVE,theft,20/01/13,6:31,2.366255942,1,96,
NEW ASHOK NAGAR,robbery,09/06/15,8:19,3.300804937,0,54,
TILAK MARG,theft,25/10/12,15:57,3.748441999,0,9,
BARAKHAMBA ROAD,robbery,28/01/15,7:56,3.748441999,1,58,
TUGLAK ROAD,theft,19/04/15,10:36,6.857849293,0,79,
DWARKA SEC-23,theft,15/03/15,10:57,30.06854798,0,96,
PULPRAHLAD PUR,theft,16/05/16,7:47,3.852127696,1,34,
ROHINI NORTH,theft,15/09/13,21:40,2.076678927,0,93,
CONNAUGHT PLACE,robbery,30/01/12,14:43,5.266891996,1,51,
PREETVIHAR,theft,10/06/12,12:16,2.272578698,1,81,
AMAR COLONY,theft,04/11/12,10:07,1.505936692,1,63,
VIKAS PURI,theft,16/11/16,10:20,1.247661874,1,8,
MOTI NAGAR,theft,26/10/16,20:11,3.148605142,1,98,
SAKET,theft,29/09/14,0:52,2.732945718,0,10,
BARA HINDU RAO,robbery,29/01/16,16:01,1.749323881,1,40,
KIRTI NAGAR,theft,15/04/13,1:11,1.511976155,1,94,
FATEHPUR BERI,theft,29/05/15,4:16,35.89559495,0,97,
CONNAUGHT PLACE,theft,27/06/13,8:47,5.266891996,0,74,
MAURICE NAGAR,theft,26/11/15,23:33,6.149745104,0,78,
JAHANGIR PURI,theft,26/06/14,15:42,2.463668046,1,7,
FARASH BAZAR,theft,28/09/14,6:46,1.721757744,1,63,
PRASHANT VIHAR,theft,26/06/13,9:11,2.076678927,0,96,
BHALSWA DAIRY,theft,09/04/13,15:24,4.49852205,1,29,
SHALIMAR BAGH,theft,02/02/12,18:02,1.28161156,1,58,
TIMARPUR,theft,28/09/12,21:48,6.149745104,0,11,
BADAR PUR,theft,03/10/16,2:42,2.116989697,0,23,
CHANAKYAPURI,theft,24/10/13,22:08,10.99345252,0,97,
JAMA MASJID,theft,25/06/13,4:09,3.817050224,1,2,
DWARKA SEC-23,theft,12/08/16,23:35,30.06854798,0,36,
GREATER KAILASH,theft,20/07/14,11:41,3.793564843,1,88,
KARAWAL NAGAR,theft,23/11/12,18:23,2.937546578,1,35,
ADRASH NAGAR,theft,12/09/13,19:23,1.646190527,1,93,
PRASHANT VIHAR,assualt_murders,28/05/14,9:08,2.076678927,0,1,
NEB SARAI,theft,01/09/15,11:38,8.344724019,1,47,
MALVIYA NAGAR,theft,28/02/13,16:52,1.379853572,1,17,
PUNJABI BAGH,theft,08/09/13,9:29,2.57731064,0,49,
DABRI,theft,01/06/16,16:31,3.401013428,0,78,
PARSHAD NAGAR,theft,20/11/16,17:23,4.104570166,1,67,
SHALIMAR BAGH,robbery,06/08/12,12:16,1.28161156,0,84,
RANHOLA,theft,26/04/13,17:35,11.28382351,0,49,
NIHAL VIHAR,theft,27/06/16,6:30,3.660010619,1,84,
H. N. DIN,theft,20/10/16,12:25,10.31630404,1,39,
UTTAM NAGAR,theft,18/04/15,2:31,2.747375479,1,43,
BADAR PUR,theft,22/01/16,23:24,2.116989697,0,66,
GOVIND PURI,theft,23/01/12,19:25,8.99271206,1,18,
PUNJABI BAGH,theft,20/02/15,4:40,2.57731064,1,1,
CONNAUGHT PLACE,theft,05/09/12,8:13,5.266891996,1,25,
NANDNAGARI,theft,29/10/15,16:10,2.02815697,0,41,
BURARI,theft,25/11/15,7:06,11.3338763,0,67,
NEW ASHOK NAGAR,theft,20/07/16,13:39,3.300804937,0,2,
KARAWAL NAGAR,theft,07/10/12,10:20,2.937546578,0,96,
UTTAM NAGAR,theft,13/05/13,16:41,2.747375479,0,51,
KIRTI NAGAR,theft,18/07/12,22:53,1.511976155,0,19,
BABA HARI DAS NAGAR,assualt_murders,11/06/12,5:27,28.98213358,0,60,
GOVIND PURI,rape,29/07/12,19:18,8.99271206,1,27,
NABI KARIM,robbery,14/05/13,4:02,1.799866446,1,65,
MANDAWALI,theft,22/01/13,19:45,4.995712622,0,30,
BINDAPUR,theft,09/08/13,6:09,2.747375479,1,70,
GANDHI NAGAR,theft,26/02/13,18:21,1.205110776,1,68,
HARI NAGAR,theft,15/06/13,8:30,2.386161479,1,35,
KHYALA,robbery,26/11/13,2:14,2.093069914,1,75,
VASANT KUNJ NORTH,theft,05/04/12,23:23,14.1053716,1,44,
MAHENDRA PARK,theft,11/06/16,9:49,2.463668046,1,31,
MAHENDRA PARK,theft,20/05/12,3:19,2.463668046,0,2,
NANGLOI,theft,22/10/15,12:54,2.253261514,1,91,
GULABIBAGH,robbery,09/09/15,20:26,2.218660178,0,32,
SAGARPUR,theft,16/05/13,6:45,1.283551172,0,44,
PALAM VILLAGE,theft,16/01/16,16:46,1.326803624,1,28,
FATEHPUR BERI,theft,10/04/12,7:41,35.89559495,1,21,
SHAHBAD DAIRY,theft,29/04/16,5:41,49.82264953,0,97,
BINDAPUR,theft,10/06/16,11:15,2.5680795,0,24,
VASANT KUNJ NORTH,theft,04/07/16,9:49,14.1053716,1,2,
KOTALA MUBARAK PUR,theft,19/04/13,13:08,1.628367164,1,5,
NEW USMANPUR,theft,09/11/12,21:25,3.093393387,0,46,
BHALSWA DAIRY,theft,16/03/13,1:42,4.49852205,1,70,
PUNJABI BAGH,theft,10/07/13,3:02,2.57731064,0,26,
AMAR COLONY,theft,18/04/13,2:55,1.505936692,0,50,
BARAKHAMBA ROAD,theft,18/04/15,18:42,3.748441999,1,16,
JANAK PURI,theft,10/07/15,5:26,2.051115234,1,62,
MADHUVIHAR,sexual_harassement,03/08/15,6:23,4.995712622,0,44,
ROOP NAGAR,robbery,04/09/13,5:59,1.076492634,0,48,
PRASHANT VIHAR,theft,07/02/16,17:49,2.076678927,1,7,
SUBZIMANDI,theft,11/11/14,16:25,2.975208719,0,11,
JAFFARPUR KALAN,theft,19/09/12,8:36,70.46948722,0,24,
VASANT KUNJ NORTH,theft,04/11/14,8:45,14.1053716,0,83,
VASANT KUNJ NORTH,theft,03/08/13,18:49,14.1053716,1,53,
PRASHANT VIHAR,theft,14/07/16,0:31,2.076678927,1,41,
MAURYA ENCLAVE,theft,03/06/16,4:44,5.879256003,0,97,
MIANWALI NAGAR,theft,07/10/15,15:17,1.729847853,1,15,
BINDAPUR,theft,21/07/13,8:54,2.5680795,1,59,
LODHI COLONY,theft,13/06/14,22:15,2.11696063,0,70,
LAJPAT NAGAR,theft,14/05/13,14:11,1.505936692,1,26,
PATEL NAGAR,theft,12/11/16,0:20,4.104570166,1,5,
PUNJABI BAGH,theft,12/08/16,12:17,2.57731064,1,1,
CHANDNI MAHAL,theft,12/09/16,6:05,5.570696132,0,12,
JAHANGIR PURI,theft,18/01/15,11:21,2.463668046,0,34,
D.B.G ROAD,theft,15/08/14,19:46,1.643641889,1,69,
VIJAY VIHAR,theft,27/06/15,14:32,2.649542395,1,99,
SONIA VIHAR,rape,08/05/12,0:26,4.453887398,1,4,
MANGOLPURI,theft,30/09/15,11:21,2.980192322,1,77,
CONNAUGHT PLACE,theft,24/09/13,18:31,5.266891996,1,64,
MAURYA ENCLAVE,theft,11/02/15,7:39,5.879256003,0,93,
VASANT KUNJ NORTH,theft,22/07/12,9:15,14.1053716,0,25,
BABA HARI DAS NAGAR,theft,13/09/14,10:54,28.98213358,0,62,
VASANT KUNJ NORTH,theft,16/09/13,2:16,14.1053716,1,14,
JAFFARPUR KALAN,robbery,25/02/12,20:19,70.46948722,0,31,
NANDNAGARI,theft,25/08/14,23:22,2.02815697,1,86,
SOUTH CAMPUS,theft,08/10/16,5:28,4.518856098,1,91,
PUNJABI BAGH,theft,09/04/14,22:02,2.57731064,0,32,
HARI NAGAR,theft,15/06/13,19:40,2.386161479,1,18,
NEW ASHOK NAGAR,theft,18/01/13,16:14,3.300804937,0,89,
KASHMERE GATE,theft,13/11/12,7:44,1.627909974,0,9,
BHALSWA DAIRY,sexual_harassement,05/05/16,21:45,4.49852205,1,12,
BINDAPUR,theft,05/02/12,6:24,2.5680795,1,60,
RANHOLA,theft,04/03/13,16:53,11.28382351,1,54,
VIVEKVIHAR,theft,18/07/16,9:43,4.731868997,0,88,
SUNLIGHT COLONY,theft,10/08/12,9:09,2.112193774,1,14,
NANGLOI,theft,01/05/14,13:11,2.253261514,0,35,
HARSH VIHAR,theft,06/01/13,11:29,2.572204895,0,25,
PARSHAD NAGAR,theft,18/08/16,3:45,4.104570166,1,2,
BHARAT NAGAR,theft,29/09/14,21:02,1.939521818,0,73,
SWARUP NAGAR,theft,15/04/15,1:29,12.08811457,1,83,
NAJAFGARH,theft,13/04/12,8:56,8.461597124,0,81,
MUKHERJI NAGAR,theft,25/09/13,5:13,6.149745104,0,10,
TILAK MARG,theft,09/07/16,7:07,3.748441999,0,85,
NABI KARIM,theft,05/06/15,5:33,1.799866446,1,44,
JAHANGIR PURI,theft,26/05/14,2:47,2.463668046,0,60,
SUBHASH PLACE,theft,10/05/15,9:56,0.885072498,1,13,
KHYALA,theft,12/06/13,2:53,2.093069914,0,93,
MIANWALI NAGAR,theft,22/03/16,3:16,1.729847853,1,58,
RANHOLA,sexual_harassement,25/01/15,2:05,11.28382351,1,69,
NARAINA,theft,28/03/16,15:46,14.93729349,0,60,
SWARUP NAGAR,theft,19/02/14,9:58,12.08811457,0,88,
RAJOURI GARDEN,assualt_murders,19/09/13,15:36,1.731624057,0,84,
NAJAFGARH,theft,10/09/16,22:44,8.461597124,1,12,
KASHMERE GATE,theft,22/07/14,10:04,1.627909974,1,83,
SEELAMPUR,theft,22/04/12,16:16,1.57623738,0,67,
H. N. DIN,theft,02/04/13,13:00,10.31630404,0,81,
ZAFRABAD,theft,04/05/14,13:51,1.57623738,0,84,
ASHOK VIHAR,robbery,25/11/16,21:46,3.536288039,1,78,
TUGLAK ROAD,theft,18/06/15,12:05,6.857849293,0,18,
SULTAN PURI,theft,19/10/16,3:38,1.975070373,1,95,
PREETVIHAR,theft,18/03/16,8:51,2.272578698,1,68,
NANDNAGARI,theft,25/06/15,23:07,2.02815697,0,69,
RANI BAGH,theft,05/08/12,22:53,2.974723888,0,51,
UTTAM NAGAR,theft,05/11/12,3:58,2.747375479,0,57,
MAHENDRA PARK,theft,02/05/14,3:14,2.463668046,1,90,
NEW USMANPUR,theft,09/04/16,16:00,3.093393387,1,23,
NEB SARAI,theft,21/09/12,18:08,8.344724019,1,90,
ANANDVIHAR,theft,10/04/13,15:48,4.558969692,0,15,
CHHAWLA,theft,21/03/14,23:49,26.30944559,1,35,
MAHENDRA PARK,theft,09/07/12,2:58,2.463668046,0,56,
BHARAT NAGAR,theft,01/06/13,5:35,1.939521818,0,27,
MOTI NAGAR,rape,30/06/13,5:12,3.148605142,0,78,
MANDIR MARG,theft,22/04/15,17:27,9.889059631,0,42,
JAMA MASJID,theft,30/01/13,2:45,3.817050224,1,57,
SHAHBAD DAIRY,theft,13/02/16,9:34,49.82264953,0,39,
PUNJABI BAGH,theft,04/02/15,5:19,2.57731064,0,19,
NEW ASHOK NAGAR,robbery,11/04/13,12:27,3.300804937,1,74,
MANGOLPURI,theft,26/05/14,0:00,2.980192322,0,2,
KAMLA MARKET,theft,01/10/15,7:32,3.095888323,0,73,
PARSHAD NAGAR,theft,21/04/13,16:42,4.104570166,1,97,
TUGLAK ROAD,assualt_murders,05/05/14,5:54,6.857849293,1,92,
GANDHI NAGAR,theft,05/03/16,15:26,1.205110776,0,67,
NEW ASHOK NAGAR,theft,12/08/15,4:54,3.300804937,1,23,
PATEL NAGAR,theft,03/02/16,2:48,4.104570166,1,76,
PASCHIM VIHAR,theft,24/11/13,15:08,3.794663797,0,27,
NEB SARAI,theft,30/07/16,0:15,8.344724019,1,98,
PARSHAD NAGAR,theft,02/10/14,23:37,4.104570166,0,79,
NARELA,theft,28/02/14,13:49,20.33327697,0,2,
MUKHERJI NAGAR,theft,22/06/13,11:26,6.149745104,1,60,
AMAR COLONY,robbery,26/08/13,15:06,1.505936692,1,7,
HARSH VIHAR,theft,15/04/13,21:39,2.572204895,1,68,
BINDAPUR,theft,10/08/16,5:38,2.5680795,1,78,
SUNLIGHT COLONY,theft,06/03/16,14:45,2.112193774,1,8,
ANANDVIHAR,theft,18/11/15,15:14,4.558969692,0,18,
HARI NAGAR,theft,26/09/16,7:35,2.386161479,0,77,
PUNJABI BAGH,theft,07/06/14,8:42,2.57731064,0,74,
PASCHIM VIHAR,theft,18/11/13,23:39,3.794663797,1,57,
JANAK PURI,robbery,18/04/12,17:58,2.051115234,0,40,
NEW ASHOK NAGAR,sexual_harassement,03/05/12,22:00,3.300804937,1,43,
BARAKHAMBA ROAD,theft,23/06/13,23:25,3.748441999,1,13,
BINDAPUR,theft,17/05/15,0:30,2.747375479,0,32,
GOVIND PURI,theft,17/11/15,22:30,8.99271206,0,63,
SHALIMAR BAGH,robbery,20/07/13,21:53,1.28161156,1,40,
PRASHANT VIHAR,theft,22/09/13,0:53,2.076678927,0,4,
WELCOME,theft,12/05/15,5:18,1.805524407,1,44,
CHITRANJAN PARK,theft,06/07/16,18:53,2.659329537,0,5,
RAJOURI GARDEN,theft,22/01/16,11:37,1.731624057,0,37,
SULTAN PURI,theft,27/04/14,6:29,1.975070373,0,88,
KANJHAWALA,theft,03/06/14,0:26,35.4901909,1,66,
OKHLA,theft,08/07/16,21:48,1.71603619,1,86,
HARI NAGAR,robbery,03/09/14,5:25,2.386161479,1,69,
SAROJINI NAGAR,theft,02/02/13,10:53,1.891342634,1,13,
UTTAM NAGAR,theft,03/09/12,14:06,2.747375479,0,51,
PAHARGANJ,theft,17/09/14,13:11,1.728182346,0,54,
TILAK NAGAR,murder,07/06/15,12:24,1.622207446,0,27,
SUNLIGHT COLONY,theft,02/08/13,9:36,2.112193774,1,13,
PARLIAMENT STREET,theft,04/05/13,10:41,5.266891996,0,10,
MIANWALI NAGAR,theft,12/05/13,2:28,1.729847853,1,60,
ANAND PARBAT,theft,23/01/13,15:54,1.948430286,0,19,
MOTI NAGAR,theft,29/03/16,9:34,3.148605142,1,24,
BARAKHAMBA ROAD,theft,05/07/16,12:09,3.748441999,0,99,
CONNAUGHT PLACE,theft,22/10/16,9:12,5.266891996,0,86,
CONNAUGHT PLACE,theft,11/02/16,14:07,5.266891996,0,59,
GEETA COLONY,assualt_murders,26/11/14,20:13,1.021961219,0,6,
BINDAPUR,theft,24/02/16,7:50,2.747375479,0,59,
SAROJINI NAGAR,theft,03/06/13,13:39,1.891342634,0,13,
RAJINDER NAGAR,theft,29/07/12,16:48,3.013302528,1,51,
HARSH VIHAR,theft,18/07/13,17:01,2.572204895,1,36,
KALYANPURI,theft,12/04/16,19:17,0.878452779,1,23,
NAJAFGARH,theft,18/06/13,11:16,8.461597124,1,23,
ROHINI NORTH,theft,20/05/14,10:58,2.076678927,1,5,
ASHOK VIHAR,theft,05/02/16,9:42,3.536288039,1,31,
ROHINI SOUTH,theft,15/06/12,21:56,2.649542395,0,96,
NABI KARIM,theft,21/11/14,7:49,1.799866446,0,35,
PARSHAD NAGAR,theft,07/05/12,9:49,4.104570166,0,86,
PRASHANT VIHAR,theft,02/08/12,0:15,6.857849293,1,62,
NEW FRIENDS COLONY,theft,26/11/16,13:23,4.04538671,1,96,
MAURICE NAGAR,theft,29/06/13,7:17,6.149745104,0,1,
ROOP NAGAR,theft,09/02/16,11:57,1.076492634,0,43,
MAHENDRA PARK,robbery,14/05/13,4:19,2.463668046,0,0,
NANGLOI,theft,07/06/15,9:12,2.253261514,1,17,
SULTAN PURI,theft,12/10/13,8:40,1.975070373,1,90,
G.T.B. ENCLAVE,theft,18/11/12,2:51,2.874304374,0,49,
DELHI CANTT,theft,26/03/16,14:50,42.83635341,0,99,
D.B.G ROAD,theft,27/11/15,3:53,1.643641889,0,18,
SHAHDARA,theft,08/06/15,3:14,2.231365619,1,64,
MANDIR MARG,theft,23/03/12,18:56,9.889059631,0,16,
KALYANPURI,theft,17/07/13,5:05,0.878452779,1,48,
KOTALA MUBARAK PUR,assualt_murders,13/03/16,5:14,1.628367164,1,84,
GHAZIPUR,theft,09/08/16,2:55,2.88681013,0,93,
PASCHIM VIHAR,assualt_murders,15/10/12,7:58,3.794663797,0,55,
